Machine,Time,Temp,Vibration,Avg_Temp,Temp_Dev,Alert
7510,7510,300.6K,1372,N/A,0.0K,✅ Normal Operation
7511,7511,300.5K,1524,N/A,0.0K,✅ Normal Operation
7512,7512,300.4K,1601,N/A,0.0K,✅ Normal Operation
7513,7513,300.5K,1636,N/A,0.0K,✅ Normal Operation
7514,7514,300.4K,2261,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
7515,7515,300.4K,1636,N/A,0.0K,✅ Normal Operation
7516,7516,300.4K,1335,N/A,0.0K,✅ Normal Operation
7517,7517,300.3K,1236,N/A,0.0K,✅ Normal Operation
7518,7518,300.3K,1445,N/A,0.0K,✅ Normal Operation
7519,7519,300.2K,1500,N/A,0.0K,✅ Normal Operation
7520,7520,300.2K,1999,N/A,0.0K,✅ Normal Operation
7521,7521,300.2K,1529,N/A,0.0K,✅ Normal Operation
7522,7522,300.2K,1467,N/A,0.0K,✅ Normal Operation
7523,7523,300.1K,1334,N/A,0.0K,✅ Normal Operation
7524,7524,300.1K,1343,N/A,0.0K,✅ Normal Operation
7525,7525,300.2K,1639,N/A,0.0K,✅ Normal Operation
7526,7526,300.1K,1383,N/A,0.0K,✅ Normal Operation
7527,7527,300.1K,1660,N/A,0.0K,✅ Normal Operation
7528,7528,300.1K,1470,N/A,0.0K,✅ Normal Operation
7529,7529,300.1K,1748,N/A,0.0K,✅ Normal Operation
7530,7530,300.1K,1467,N/A,0.0K,✅ Normal Operation
7531,7531,300.1K,1617,N/A,0.0K,✅ Normal Operation
7532,7532,300.1K,1377,N/A,0.0K,✅ Normal Operation
7533,7533,300.0K,1629,N/A,0.0K,✅ Normal Operation
7534,7534,300.0K,1504,N/A,0.0K,✅ Normal Operation
7535,7535,300.0K,1418,N/A,0.0K,✅ Normal Operation
7536,7536,300.0K,1629,N/A,0.0K,✅ Normal Operation
7537,7537,300.1K,2579,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
7538,7538,300.1K,1305,N/A,0.0K,✅ Normal Operation
7539,7539,300.2K,1450,N/A,0.0K,✅ Normal Operation
7540,7540,300.2K,1487,N/A,0.0K,✅ Normal Operation
7541,7541,300.2K,1587,N/A,0.0K,✅ Normal Operation
7542,7542,300.3K,1528,N/A,0.0K,✅ Normal Operation
7543,7543,300.4K,1401,N/A,0.0K,✅ Normal Operation
7544,7544,300.3K,1446,N/A,0.0K,✅ Normal Operation
7545,7545,300.2K,1425,N/A,0.0K,✅ Normal Operation
7546,7546,300.2K,1891,N/A,0.0K,✅ Normal Operation
7547,7547,300.2K,1454,N/A,0.0K,✅ Normal Operation
7548,7548,300.1K,1430,N/A,0.0K,✅ Normal Operation
7549,7549,300.2K,1495,N/A,0.0K,✅ Normal Operation
7550,7550,300.3K,1544,N/A,0.0K,✅ Normal Operation
7551,7551,300.3K,1554,N/A,0.0K,✅ Normal Operation
7552,7552,300.2K,1491,N/A,0.0K,✅ Normal Operation
7553,7553,300.3K,1525,N/A,0.0K,✅ Normal Operation
7554,7554,300.3K,1505,N/A,0.0K,✅ Normal Operation
7555,7555,300.3K,1371,N/A,0.0K,✅ Normal Operation
7556,7556,300.3K,1332,N/A,0.0K,✅ Normal Operation
7557,7557,300.3K,1471,N/A,0.0K,✅ Normal Operation
7558,7558,300.4K,1750,N/A,0.0K,✅ Normal Operation
7559,7559,300.3K,1386,N/A,0.0K,✅ Normal Operation
7560,7560,300.4K,1355,N/A,0.0K,✅ Normal Operation
7561,7561,300.3K,1377,N/A,0.0K,✅ Normal Operation
7562,7562,300.3K,1388,N/A,0.0K,✅ Normal Operation
7563,7563,300.3K,1350,N/A,0.0K,✅ Normal Operation
7564,7564,300.4K,1831,N/A,0.0K,✅ Normal Operation
7565,7565,300.3K,1381,N/A,0.0K,✅ Normal Operation
7566,7566,300.3K,1783,N/A,0.0K,✅ Normal Operation
7567,7567,300.3K,1613,N/A,0.0K,✅ Normal Operation
7568,7568,300.2K,2370,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
7569,7569,300.2K,1627,N/A,0.0K,✅ Normal Operation
7570,7570,300.2K,1255,N/A,0.0K,✅ Normal Operation
7571,7571,300.2K,1777,N/A,0.0K,✅ Normal Operation
7572,7572,300.3K,1606,N/A,0.0K,✅ Normal Operation
7573,7573,300.3K,1676,N/A,0.0K,✅ Normal Operation
7574,7574,300.3K,1605,N/A,0.0K,✅ Normal Operation
7575,7575,300.4K,1487,N/A,0.0K,✅ Normal Operation
7576,7576,300.4K,1471,N/A,0.0K,✅ Normal Operation
7577,7577,300.3K,1477,N/A,0.0K,✅ Normal Operation
7578,7578,300.4K,1530,N/A,0.0K,✅ Normal Operation
7579,7579,300.4K,1673,N/A,0.0K,✅ Normal Operation
7580,7580,300.4K,1436,N/A,0.0K,✅ Normal Operation
7581,7581,300.4K,1495,N/A,0.0K,✅ Normal Operation
7582,7582,300.4K,1366,N/A,0.0K,✅ Normal Operation
7583,7583,300.4K,1489,N/A,0.0K,✅ Normal Operation
7584,7584,300.3K,1480,N/A,0.0K,✅ Normal Operation
7585,7585,300.4K,1472,N/A,0.0K,✅ Normal Operation
7586,7586,300.4K,1397,N/A,0.0K,✅ Normal Operation
7587,7587,300.4K,1589,N/A,0.0K,✅ Normal Operation
7588,7588,300.4K,1405,N/A,0.0K,✅ Normal Operation
7589,7589,300.4K,2013,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
7590,7590,300.4K,1802,N/A,0.0K,✅ Normal Operation
7591,7591,300.4K,1433,N/A,0.0K,✅ Normal Operation
7592,7592,300.5K,1296,N/A,0.0K,✅ Normal Operation
7593,7593,300.5K,1551,N/A,0.0K,✅ Normal Operation
7594,7594,300.5K,1270,N/A,0.0K,✅ Normal Operation
7595,7595,300.6K,1531,N/A,0.0K,✅ Normal Operation
7596,7596,300.5K,1397,N/A,0.0K,✅ Normal Operation
7597,7597,300.5K,1547,N/A,0.0K,✅ Normal Operation
7598,7598,300.5K,2074,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
7599,7599,300.5K,1491,N/A,0.0K,✅ Normal Operation
7600,7600,300.5K,1759,N/A,0.0K,✅ Normal Operation
7601,7601,300.4K,1595,N/A,0.0K,✅ Normal Operation
7602,7602,300.4K,1351,N/A,0.0K,✅ Normal Operation
7603,7603,300.4K,1705,N/A,0.0K,✅ Normal Operation
7604,7604,300.4K,1406,N/A,0.0K,✅ Normal Operation
7605,7605,300.4K,1639,N/A,0.0K,✅ Normal Operation
7606,7606,300.4K,2026,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
7607,7607,300.4K,1350,N/A,0.0K,✅ Normal Operation
7608,7608,300.5K,1468,N/A,0.0K,✅ Normal Operation
7609,7609,300.5K,1642,N/A,0.0K,✅ Normal Operation
7610,7610,300.5K,1490,N/A,0.0K,✅ Normal Operation
7611,7611,300.5K,1507,N/A,0.0K,✅ Normal Operation
7612,7612,300.5K,1611,N/A,0.0K,✅ Normal Operation
7613,7613,300.5K,1743,N/A,0.0K,✅ Normal Operation
7614,7614,300.5K,1475,N/A,0.0K,✅ Normal Operation
7615,7615,300.5K,1432,N/A,0.0K,✅ Normal Operation
7616,7616,300.5K,1442,N/A,0.0K,✅ Normal Operation
7617,7617,300.6K,1468,N/A,0.0K,✅ Normal Operation
7618,7618,300.5K,1556,N/A,0.0K,✅ Normal Operation
7619,7619,300.5K,1312,N/A,0.0K,✅ Normal Operation
7620,7620,300.6K,1459,N/A,0.0K,✅ Normal Operation
7621,7621,300.5K,1651,N/A,0.0K,✅ Normal Operation
7622,7622,300.5K,1490,N/A,0.0K,✅ Normal Operation
7623,7623,300.6K,1473,N/A,0.0K,✅ Normal Operation
7624,7624,300.6K,1734,N/A,0.0K,✅ Normal Operation
7625,7625,300.6K,1507,N/A,0.0K,✅ Normal Operation
7626,7626,300.6K,1556,N/A,0.0K,✅ Normal Operation
7627,7627,300.5K,1351,N/A,0.0K,✅ Normal Operation
7628,7628,300.5K,1445,N/A,0.0K,✅ Normal Operation
7629,7629,300.5K,1619,N/A,0.0K,✅ Normal Operation
7630,7630,300.5K,1269,N/A,0.0K,✅ Normal Operation
7631,7631,300.5K,1534,N/A,0.0K,✅ Normal Operation
7632,7632,300.5K,1444,N/A,0.0K,✅ Normal Operation
7633,7633,300.5K,1744,N/A,0.0K,✅ Normal Operation
7634,7634,300.4K,1441,N/A,0.0K,✅ Normal Operation
7635,7635,300.3K,1506,N/A,0.0K,✅ Normal Operation
7636,7636,300.3K,1526,N/A,0.0K,✅ Normal Operation
7637,7637,300.4K,1704,N/A,0.0K,✅ Normal Operation
7638,7638,300.4K,1445,N/A,0.0K,✅ Normal Operation
7639,7639,300.5K,1661,N/A,0.0K,✅ Normal Operation
7640,7640,300.5K,1466,N/A,0.0K,✅ Normal Operation
7641,7641,300.4K,1608,N/A,0.0K,✅ Normal Operation
7642,7642,300.4K,1352,N/A,0.0K,✅ Normal Operation
7643,7643,300.4K,1604,N/A,0.0K,✅ Normal Operation
7644,7644,300.4K,1427,N/A,0.0K,✅ Normal Operation
7645,7645,300.4K,1424,N/A,0.0K,✅ Normal Operation
7646,7646,300.4K,1662,N/A,0.0K,✅ Normal Operation
7647,7647,300.4K,1936,N/A,0.0K,✅ Normal Operation
7648,7648,300.4K,1728,N/A,0.0K,✅ Normal Operation
7649,7649,300.4K,1552,N/A,0.0K,✅ Normal Operation
7650,7650,300.4K,1662,N/A,0.0K,✅ Normal Operation
7651,7651,300.3K,1343,N/A,0.0K,✅ Normal Operation
7652,7652,300.4K,1476,N/A,0.0K,✅ Normal Operation
7653,7653,300.3K,1346,N/A,0.0K,✅ Normal Operation
7654,7654,300.4K,1492,N/A,0.0K,✅ Normal Operation
7655,7655,300.3K,1540,N/A,0.0K,✅ Normal Operation
7656,7656,300.4K,1596,N/A,0.0K,✅ Normal Operation
7657,7657,300.5K,1541,N/A,0.0K,✅ Normal Operation
7658,7658,300.5K,1661,N/A,0.0K,✅ Normal Operation
7659,7659,300.4K,1359,N/A,0.0K,✅ Normal Operation
7660,7660,300.5K,1528,N/A,0.0K,✅ Normal Operation
7661,7661,300.5K,1246,N/A,0.0K,✅ Normal Operation
7662,7662,300.5K,1575,N/A,0.0K,✅ Normal Operation
7663,7663,300.5K,1658,N/A,0.0K,✅ Normal Operation
7664,7664,300.5K,1385,N/A,0.0K,✅ Normal Operation
7665,7665,300.5K,1454,N/A,0.0K,✅ Normal Operation
7666,7666,300.5K,1497,N/A,0.0K,✅ Normal Operation
7667,7667,300.6K,1424,N/A,0.0K,✅ Normal Operation
7668,7668,300.6K,1528,N/A,0.0K,✅ Normal Operation
7669,7669,300.6K,1539,N/A,0.0K,✅ Normal Operation
7670,7670,300.7K,1336,N/A,0.0K,✅ Normal Operation
7671,7671,300.5K,1525,N/A,0.0K,✅ Normal Operation
7672,7672,300.5K,1456,N/A,0.0K,✅ Normal Operation
7673,7673,300.5K,2141,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
7674,7674,300.5K,1476,N/A,0.0K,✅ Normal Operation
7675,7675,300.5K,1509,N/A,0.0K,✅ Normal Operation
7676,7676,300.5K,1447,N/A,0.0K,✅ Normal Operation
7677,7677,300.6K,1448,N/A,0.0K,✅ Normal Operation
7678,7678,300.6K,1428,N/A,0.0K,✅ Normal Operation
7679,7679,300.6K,1389,N/A,0.0K,✅ Normal Operation
7680,7680,300.7K,1635,N/A,0.0K,✅ Normal Operation
7681,7681,300.7K,1395,N/A,0.0K,✅ Normal Operation
7682,7682,300.7K,1443,N/A,0.0K,✅ Normal Operation
7683,7683,300.7K,1412,N/A,0.0K,✅ Normal Operation
7684,7684,300.7K,1524,N/A,0.0K,✅ Normal Operation
7685,7685,300.7K,1407,N/A,0.0K,✅ Normal Operation
7686,7686,300.8K,1397,N/A,0.0K,✅ Normal Operation
7687,7687,300.7K,1504,N/A,0.0K,✅ Normal Operation
7688,7688,300.7K,2097,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
7689,7689,300.6K,1553,N/A,0.0K,✅ Normal Operation
7690,7690,300.6K,1432,N/A,0.0K,✅ Normal Operation
7691,7691,300.5K,1577,N/A,0.0K,✅ Normal Operation
7692,7692,300.5K,1370,N/A,0.0K,✅ Normal Operation
7693,7693,300.5K,1506,N/A,0.0K,✅ Normal Operation
7694,7694,300.6K,1964,N/A,0.0K,✅ Normal Operation
7695,7695,300.6K,1500,N/A,0.0K,✅ Normal Operation
7696,7696,300.6K,1488,N/A,0.0K,✅ Normal Operation
7697,7697,300.6K,1282,N/A,0.0K,✅ Normal Operation
7698,7698,300.5K,1400,N/A,0.0K,✅ Normal Operation
7699,7699,300.6K,1419,N/A,0.0K,✅ Normal Operation
7700,7700,300.7K,1441,N/A,0.0K,✅ Normal Operation
7701,7701,300.7K,1348,N/A,0.0K,✅ Normal Operation
7702,7702,300.8K,1468,N/A,0.0K,✅ Normal Operation
7703,7703,300.7K,1701,N/A,0.0K,✅ Normal Operation
7704,7704,300.7K,1864,N/A,0.0K,✅ Normal Operation
7705,7705,300.6K,1630,N/A,0.0K,✅ Normal Operation
7706,7706,300.5K,1316,N/A,0.0K,✅ Normal Operation
7707,7707,300.5K,1708,N/A,0.0K,✅ Normal Operation
7708,7708,300.5K,1679,N/A,0.0K,✅ Normal Operation
7709,7709,300.5K,1709,N/A,0.0K,✅ Normal Operation
7710,7710,300.5K,1445,N/A,0.0K,✅ Normal Operation
7711,7711,300.5K,1390,N/A,0.0K,✅ Normal Operation
7712,7712,300.4K,1309,N/A,0.0K,✅ Normal Operation
7713,7713,300.5K,1499,N/A,0.0K,✅ Normal Operation
7714,7714,300.5K,2072,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
7715,7715,300.5K,1487,N/A,0.0K,✅ Normal Operation
7716,7716,300.5K,1302,N/A,0.0K,✅ Normal Operation
7717,7717,300.5K,1378,N/A,0.0K,✅ Normal Operation
7718,7718,300.5K,1365,N/A,0.0K,✅ Normal Operation
7719,7719,300.6K,1427,N/A,0.0K,✅ Normal Operation
7720,7720,300.6K,1535,N/A,0.0K,✅ Normal Operation
7721,7721,300.5K,1476,N/A,0.0K,✅ Normal Operation
7722,7722,300.5K,1425,N/A,0.0K,✅ Normal Operation
7723,7723,300.5K,1409,N/A,0.0K,✅ Normal Operation
7724,7724,300.5K,1730,N/A,0.0K,✅ Normal Operation
7725,7725,300.5K,1454,N/A,0.0K,✅ Normal Operation
7726,7726,300.6K,1744,N/A,0.0K,✅ Normal Operation
7727,7727,300.8K,1761,N/A,0.0K,✅ Normal Operation
7728,7728,300.7K,1657,N/A,0.0K,✅ Normal Operation
7729,7729,300.7K,1420,N/A,0.0K,✅ Normal Operation
7730,7730,300.7K,1329,N/A,0.0K,✅ Normal Operation
7731,7731,300.6K,1472,N/A,0.0K,✅ Normal Operation
7732,7732,300.6K,1566,N/A,0.0K,✅ Normal Operation
7733,7733,300.6K,1430,N/A,0.0K,✅ Normal Operation
7734,7734,300.6K,1481,N/A,0.0K,✅ Normal Operation
7735,7735,300.6K,1670,N/A,0.0K,✅ Normal Operation
7736,7736,300.6K,1406,N/A,0.0K,✅ Normal Operation
7737,7737,300.6K,1354,N/A,0.0K,✅ Normal Operation
7738,7738,300.5K,1985,N/A,0.0K,✅ Normal Operation
7739,7739,300.5K,1263,N/A,0.0K,✅ Normal Operation
7740,7740,300.5K,1576,N/A,0.0K,✅ Normal Operation
7741,7741,300.5K,1453,N/A,0.0K,✅ Normal Operation
7742,7742,300.5K,1478,N/A,0.0K,✅ Normal Operation
7743,7743,300.5K,1323,N/A,0.0K,✅ Normal Operation
7744,7744,300.5K,1710,N/A,0.0K,✅ Normal Operation
7745,7745,300.4K,1314,N/A,0.0K,✅ Normal Operation
7746,7746,300.4K,1460,N/A,0.0K,✅ Normal Operation
7747,7747,300.4K,1508,N/A,0.0K,✅ Normal Operation
7748,7748,300.5K,1331,N/A,0.0K,✅ Normal Operation
7749,7749,300.4K,1515,N/A,0.0K,✅ Normal Operation
7750,7750,300.4K,1674,N/A,0.0K,✅ Normal Operation
7751,7751,300.4K,1444,N/A,0.0K,✅ Normal Operation
7752,7752,300.4K,1398,N/A,0.0K,✅ Normal Operation
7753,7753,300.4K,1832,N/A,0.0K,✅ Normal Operation
7754,7754,300.5K,1591,N/A,0.0K,✅ Normal Operation
7755,7755,300.4K,1478,N/A,0.0K,✅ Normal Operation
7756,7756,300.4K,1362,N/A,0.0K,✅ Normal Operation
7757,7757,300.5K,1368,N/A,0.0K,✅ Normal Operation
7758,7758,300.3K,1723,N/A,0.0K,✅ Normal Operation
7759,7759,300.4K,1689,N/A,0.0K,✅ Normal Operation
7760,7760,300.4K,1272,N/A,0.0K,✅ Normal Operation
7761,7761,300.4K,1511,N/A,0.0K,✅ Normal Operation
7762,7762,300.4K,1715,N/A,0.0K,✅ Normal Operation
7763,7763,300.3K,1400,N/A,0.0K,✅ Normal Operation
7764,7764,300.4K,1200,N/A,0.0K,✅ Normal Operation
7765,7765,300.4K,1555,N/A,0.0K,✅ Normal Operation
7766,7766,300.3K,1427,N/A,0.0K,✅ Normal Operation
7767,7767,300.3K,1318,N/A,0.0K,✅ Normal Operation
7768,7768,300.2K,1319,N/A,0.0K,✅ Normal Operation
7769,7769,300.2K,1960,N/A,0.0K,✅ Normal Operation
7770,7770,300.3K,1552,N/A,0.0K,✅ Normal Operation
7771,7771,300.3K,1548,N/A,0.0K,✅ Normal Operation
7772,7772,300.3K,1709,N/A,0.0K,✅ Normal Operation
7773,7773,300.3K,1464,N/A,0.0K,✅ Normal Operation
7774,7774,300.3K,1759,N/A,0.0K,✅ Normal Operation
7775,7775,300.3K,1634,N/A,0.0K,✅ Normal Operation
7776,7776,300.3K,1663,N/A,0.0K,✅ Normal Operation
7777,7777,300.3K,1445,N/A,0.0K,✅ Normal Operation
7778,7778,300.3K,1695,N/A,0.0K,✅ Normal Operation
7779,7779,300.4K,1517,N/A,0.0K,✅ Normal Operation
7780,7780,300.5K,1811,N/A,0.0K,✅ Normal Operation
7781,7781,300.4K,1815,N/A,0.0K,✅ Normal Operation
7782,7782,300.4K,1513,N/A,0.0K,✅ Normal Operation
7783,7783,300.4K,1518,N/A,0.0K,✅ Normal Operation
7784,7784,300.3K,1667,N/A,0.0K,✅ Normal Operation
7785,7785,300.3K,1403,N/A,0.0K,✅ Normal Operation
7786,7786,300.2K,1383,N/A,0.0K,✅ Normal Operation
7787,7787,300.3K,1466,N/A,0.0K,✅ Normal Operation
7788,7788,300.3K,1378,N/A,0.0K,✅ Normal Operation
7789,7789,300.2K,1547,N/A,0.0K,✅ Normal Operation
7790,7790,300.2K,1495,N/A,0.0K,✅ Normal Operation
7791,7791,300.1K,1729,N/A,0.0K,✅ Normal Operation
7792,7792,300.1K,1418,N/A,0.0K,✅ Normal Operation
7793,7793,300.1K,1485,N/A,0.0K,✅ Normal Operation
7794,7794,300.1K,1434,N/A,0.0K,✅ Normal Operation
7795,7795,300.2K,1415,N/A,0.0K,✅ Normal Operation
7796,7796,300.1K,1674,N/A,0.0K,✅ Normal Operation
7797,7797,300.1K,1454,N/A,0.0K,✅ Normal Operation
7798,7798,300.0K,1476,N/A,0.0K,✅ Normal Operation
7799,7799,300.0K,1812,N/A,0.0K,✅ Normal Operation
7800,7800,300.0K,1374,N/A,0.0K,✅ Normal Operation
7801,7801,300.1K,1524,N/A,0.0K,✅ Normal Operation
7802,7802,300.0K,1383,N/A,0.0K,✅ Normal Operation
7803,7803,299.9K,1429,N/A,0.0K,✅ Normal Operation
7804,7804,299.8K,1517,N/A,0.0K,✅ Normal Operation
7805,7805,299.9K,1480,N/A,0.0K,✅ Normal Operation
7806,7806,299.9K,1706,N/A,0.0K,✅ Normal Operation
7807,7807,300.0K,1349,N/A,0.0K,✅ Normal Operation
7808,7808,300.0K,1451,N/A,0.0K,✅ Normal Operation
7809,7809,299.9K,1627,N/A,0.0K,✅ Normal Operation
7810,7810,300.0K,1537,N/A,0.0K,✅ Normal Operation
7811,7811,300.1K,2218,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
7812,7812,300.0K,1466,N/A,0.0K,✅ Normal Operation
7813,7813,300.0K,1666,N/A,0.0K,✅ Normal Operation
7814,7814,300.0K,1455,N/A,0.0K,✅ Normal Operation
7815,7815,300.0K,1927,N/A,0.0K,✅ Normal Operation
7816,7816,299.9K,1703,N/A,0.0K,✅ Normal Operation
7817,7817,299.8K,1533,N/A,0.0K,✅ Normal Operation
7818,7818,299.8K,1785,N/A,0.0K,✅ Normal Operation
7819,7819,299.8K,2142,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
7820,7820,299.8K,1369,N/A,0.0K,✅ Normal Operation
7821,7821,299.8K,1706,N/A,0.0K,✅ Normal Operation
7822,7822,299.9K,1802,N/A,0.0K,✅ Normal Operation
7823,7823,299.9K,1413,N/A,0.0K,✅ Normal Operation
7824,7824,300.0K,1484,N/A,0.0K,✅ Normal Operation
7825,7825,299.9K,1535,N/A,0.0K,✅ Normal Operation
7826,7826,299.9K,1579,N/A,0.0K,✅ Normal Operation
7827,7827,299.8K,1300,N/A,0.0K,✅ Normal Operation
7828,7828,299.8K,1452,N/A,0.0K,✅ Normal Operation
7829,7829,299.8K,1562,N/A,0.0K,✅ Normal Operation
7830,7830,299.8K,1664,N/A,0.0K,✅ Normal Operation
7831,7831,299.9K,1495,N/A,0.0K,✅ Normal Operation
7832,7832,300.0K,1533,N/A,0.0K,✅ Normal Operation
7833,7833,300.0K,1484,N/A,0.0K,✅ Normal Operation
7834,7834,300.0K,1604,N/A,0.0K,✅ Normal Operation
7835,7835,300.0K,1483,N/A,0.0K,✅ Normal Operation
7836,7836,300.1K,1549,N/A,0.0K,✅ Normal Operation
7837,7837,300.1K,1604,N/A,0.0K,✅ Normal Operation
7838,7838,300.2K,1685,N/A,0.0K,✅ Normal Operation
7839,7839,300.2K,1372,N/A,0.0K,✅ Normal Operation
7840,7840,300.3K,1374,N/A,0.0K,✅ Normal Operation
7841,7841,300.2K,1606,N/A,0.0K,✅ Normal Operation
7842,7842,300.1K,1471,N/A,0.0K,✅ Normal Operation
7843,7843,300.1K,1659,N/A,0.0K,✅ Normal Operation
7844,7844,300.1K,1400,N/A,0.0K,✅ Normal Operation
7845,7845,300.1K,1503,N/A,0.0K,✅ Normal Operation
7846,7846,300.2K,1798,N/A,0.0K,✅ Normal Operation
7847,7847,300.2K,1608,N/A,0.0K,✅ Normal Operation
7848,7848,300.2K,1322,N/A,0.0K,✅ Normal Operation
7849,7849,300.2K,1547,N/A,0.0K,✅ Normal Operation
7850,7850,300.3K,1374,N/A,0.0K,✅ Normal Operation
7851,7851,300.3K,1447,N/A,0.0K,✅ Normal Operation
7852,7852,300.4K,1373,N/A,0.0K,✅ Normal Operation
7853,7853,300.3K,1515,N/A,0.0K,✅ Normal Operation
7854,7854,300.3K,1317,N/A,0.0K,✅ Normal Operation
7855,7855,300.3K,1551,N/A,0.0K,✅ Normal Operation
7856,7856,300.3K,1592,N/A,0.0K,✅ Normal Operation
7857,7857,300.4K,1433,N/A,0.0K,✅ Normal Operation
7858,7858,300.5K,1432,N/A,0.0K,✅ Normal Operation
7859,7859,300.5K,1350,N/A,0.0K,✅ Normal Operation
7860,7860,300.5K,1370,N/A,0.0K,✅ Normal Operation
7861,7861,300.5K,1415,N/A,0.0K,✅ Normal Operation
7862,7862,300.5K,1498,N/A,0.0K,✅ Normal Operation
7863,7863,300.5K,1382,N/A,0.0K,✅ Normal Operation
7864,7864,300.5K,1511,N/A,0.0K,✅ Normal Operation
7865,7865,300.5K,1330,N/A,0.0K,✅ Normal Operation
7866,7866,300.5K,1383,N/A,0.0K,✅ Normal Operation
7867,7867,300.5K,1431,N/A,0.0K,✅ Normal Operation
7868,7868,300.5K,1461,N/A,0.0K,✅ Normal Operation
7869,7869,300.4K,1438,N/A,0.0K,✅ Normal Operation
7870,7870,300.5K,1779,N/A,0.0K,✅ Normal Operation
7871,7871,300.6K,1293,N/A,0.0K,✅ Normal Operation
7872,7872,300.6K,1308,N/A,0.0K,✅ Normal Operation
7873,7873,300.6K,1532,N/A,0.0K,✅ Normal Operation
7874,7874,300.7K,1470,N/A,0.0K,✅ Normal Operation
7875,7875,300.7K,1548,N/A,0.0K,✅ Normal Operation
7876,7876,300.7K,1898,N/A,0.0K,✅ Normal Operation
7877,7877,300.7K,1335,N/A,0.0K,✅ Normal Operation
7878,7878,300.7K,1420,N/A,0.0K,✅ Normal Operation
7879,7879,300.7K,1418,N/A,0.0K,✅ Normal Operation
7880,7880,300.8K,1535,N/A,0.0K,✅ Normal Operation
7881,7881,300.7K,1457,N/A,0.0K,✅ Normal Operation
7882,7882,300.8K,1493,N/A,0.0K,✅ Normal Operation
7883,7883,300.7K,1670,N/A,0.0K,✅ Normal Operation
7884,7884,300.7K,1446,N/A,0.0K,✅ Normal Operation
7885,7885,300.8K,1465,N/A,0.0K,✅ Normal Operation
7886,7886,300.7K,1590,N/A,0.0K,✅ Normal Operation
7887,7887,300.6K,2174,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
7888,7888,300.7K,1590,N/A,0.0K,✅ Normal Operation
7889,7889,300.7K,1577,N/A,0.0K,✅ Normal Operation
7890,7890,300.7K,1371,N/A,0.0K,✅ Normal Operation
7891,7891,300.8K,1767,N/A,0.0K,✅ Normal Operation
7892,7892,300.8K,1517,N/A,0.0K,✅ Normal Operation
7893,7893,300.9K,1555,N/A,0.0K,✅ Normal Operation
7894,7894,300.9K,1416,N/A,0.0K,✅ Normal Operation
7895,7895,300.8K,1588,N/A,0.0K,✅ Normal Operation
7896,7896,300.8K,1422,N/A,0.0K,✅ Normal Operation
7897,7897,300.8K,1376,N/A,0.0K,✅ Normal Operation
7898,7898,300.8K,1434,N/A,0.0K,✅ Normal Operation
7899,7899,300.8K,1423,N/A,0.0K,✅ Normal Operation
7900,7900,300.9K,1364,N/A,0.0K,✅ Normal Operation
7901,7901,300.8K,1825,N/A,0.0K,✅ Normal Operation
7902,7902,300.8K,1365,N/A,0.0K,✅ Normal Operation
7903,7903,300.7K,1430,N/A,0.0K,✅ Normal Operation
7904,7904,300.8K,1435,N/A,0.0K,✅ Normal Operation
7905,7905,300.8K,1811,N/A,0.0K,✅ Normal Operation
7906,7906,300.8K,1465,N/A,0.0K,✅ Normal Operation
7907,7907,300.9K,1372,N/A,0.0K,✅ Normal Operation
7908,7908,300.8K,1858,N/A,0.0K,✅ Normal Operation
7909,7909,300.7K,1715,N/A,0.0K,✅ Normal Operation
7910,7910,300.7K,1590,N/A,0.0K,✅ Normal Operation
7911,7911,300.8K,1664,N/A,0.0K,✅ Normal Operation
7912,7912,300.7K,1512,N/A,0.0K,✅ Normal Operation
7913,7913,300.7K,1498,N/A,0.0K,✅ Normal Operation
7914,7914,300.7K,1395,N/A,0.0K,✅ Normal Operation
7915,7915,300.7K,1490,N/A,0.0K,✅ Normal Operation
7916,7916,300.8K,1527,N/A,0.0K,✅ Normal Operation
7917,7917,300.8K,1512,N/A,0.0K,✅ Normal Operation
7918,7918,300.9K,1474,N/A,0.0K,✅ Normal Operation
7919,7919,300.8K,1505,N/A,0.0K,✅ Normal Operation
7920,7920,300.8K,1496,N/A,0.0K,✅ Normal Operation
7921,7921,300.8K,1382,N/A,0.0K,✅ Normal Operation
7922,7922,300.7K,1419,N/A,0.0K,✅ Normal Operation
7923,7923,300.7K,1462,N/A,0.0K,✅ Normal Operation
7924,7924,300.8K,1450,N/A,0.0K,✅ Normal Operation
7925,7925,300.7K,1389,N/A,0.0K,✅ Normal Operation
7926,7926,300.7K,1697,N/A,0.0K,✅ Normal Operation
7927,7927,300.7K,1335,N/A,0.0K,✅ Normal Operation
7928,7928,300.7K,1476,N/A,0.0K,✅ Normal Operation
